pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
150,v,5,1,21,1,,,,,60.601193800001056,,60.5871862999993,60.601193800001056,61.60118209999928,61.60118209999928,61.60118209999928,61.60118209999928,61.60118209999928,62.60034099999757,62.60034099999757,63.23467210000672,v,1,0.6217585999984294,None,760188,001,2024-10-17_11h49.05.642,sequential _learning,2024.1.5,None,2024-10-17 11h49.14.939329 +0530,
50,c,5,2,22,2,,,,,63.25008389999857,,63.23538019999978,63.25008389999857,64.2493558999995,64.2493558999995,64.2493558999995,64.2493558999995,64.2493558999995,65.24843190000684,65.24843190000684,66.44894780000322,c,1,1.1937846999935573,None,760188,001,2024-10-17_11h49.05.642,sequential _learning,2024.1.5,None,2024-10-17 11h49.14.939329 +0530,
-150,z,5,3,23,3,,,,,66.4644205999939,,66.44976230000611,66.4644205999939,67.4641166000074,67.4641166000074,67.4641166000074,67.4641166000074,67.4641166000074,68.46386230000644,68.46386230000644,68.76417629999924,z,1,0.2983936999953585,None,760188,001,2024-10-17_11h49.05.642,sequential _learning,2024.1.5,None,2024-10-17 11h49.14.939329 +0530,
-50,x,6,0,24,0,,,,,68.77935019999859,,68.76495769999747,68.77935019999859,69.77932479999436,69.77932479999436,69.77932479999436,69.77932479999436,69.77932479999436,70.77913209999679,70.77913209999679,71.71242470000288,x,1,0.9282675000140443,None,760188,001,2024-10-17_11h49.05.642,sequential _learning,2024.1.5,None,2024-10-17 11h49.14.939329 +0530,
150,v,6,1,25,1,,,,,71.72743379999883,,71.71324040000036,71.72743379999883,72.72784490000049,72.72784490000049,72.72784490000049,72.72784490000049,72.72784490000049,73.72680540000147,73.72680540000147,74.5103858000075,v,1,0.7756174999958603,None,760188,001,2024-10-17_11h49.05.642,sequential _learning,2024.1.5,None,2024-10-17 11h49.14.939329 +0530,
50,c,6,2,26,2,,,,,74.52584699999716,,74.51121569999668,74.52584699999716,75.52591890000622,75.52591890000622,75.52591890000622,75.52591890000622,75.52591890000622,76.52569860000222,76.52569860000222,77.37524520000443,c,1,0.8433546999876853,None,760188,001,2024-10-17_11h49.05.642,sequential _learning,2024.1.5,None,2024-10-17 11h49.14.939329 +0530,
-150,z,6,3,27,3,,,,,77.39054029999534,,77.3764036000066,77.39054029999534,78.3901990000013,78.3901990000013,78.3901990000013,78.3901990000013,78.3901990000013,79.39002439999604,79.39002439999604,79.74070399999619,z,1,0.3400471000059042,None,760188,001,2024-10-17_11h49.05.642,sequential _learning,2024.1.5,None,2024-10-17 11h49.14.939329 +0530,
-50,x,7,0,28,0,,,,,79.75626439999905,,79.74159089999739,79.75626439999905,80.75539039999421,80.75539039999421,80.75539039999421,80.75539039999421,80.75539039999421,81.75525519999792,81.75525519999792,82.45520670000406,x,1,0.6833048999978928,None,760188,001,2024-10-17_11h49.05.642,sequential _learning,2024.1.5,None,2024-10-17 11h49.14.939329 +0530,
150,v,7,1,29,1,,,,,82.47048109999741,,82.45626289999927,82.47048109999741,83.469943899996,83.469943899996,83.469943899996,83.469943899996,83.469943899996,84.46954289999849,84.46954289999849,85.85346690000733,v,1,1.3676989999949,None,760188,001,2024-10-17_11h49.05.642,sequential _learning,2024.1.5,None,2024-10-17 11h49.14.939329 +0530,
50,c,7,2,30,2,,,,,85.86867090000305,,85.85457789999782,85.86867090000305,86.86837640000158,86.86837640000158,86.86837640000158,86.86837640000158,86.86837640000158,87.86732160000247,87.86732160000247,88.76787159999367,c,1,0.8928584000095725,None,760188,001,2024-10-17_11h49.05.642,sequential _learning,2024.1.5,None,2024-10-17 11h49.14.939329 +0530,
