stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,key,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
73,0.5,1.0,93.33268150000367,,93.31757869990543,93.33268150000367,93.83200309996027,93.83200309996027,93.83200309996027,94.13191260001622,94.58160739997402,left,-1.0,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.7422339000040665,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
74,0.5,1.0,94.59855200001039,,94.58166829997208,94.59855200001039,95.08244099991862,95.08244099991862,95.09904080000706,95.39777779998258,95.64781049999874,right,1.0,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.5571804000064731,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
75,0.5,1.0,95.66452439990826,,95.64787340001203,95.66452439990826,96.14865909994114,96.14865909994114,96.16354149999097,96.46419739990961,97.0818759999238,right,1.0,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.9289140999317169,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
76,0.5,1.0,97.09733199991751,,97.08195999998134,97.09733199991751,97.59653549990617,97.59653549990617,97.61352569994051,97.89636849996168,98.3297691999469,left,-1.0,0,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,0,0.7264692999888211,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
77,0.5,1.5,98.34561660001054,,98.32984319992829,98.34561660001054,98.84518519998528,98.84518519998528,98.84518519998528,99.14699539996218,99.64632880000863,right,1.5,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.7916591999819502,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
78,0.5,1.5,99.66257359995507,,99.64642289991025,99.66257359995507,100.16224400000647,100.16224400000647,100.17785819992423,100.4610349999275,100.72894870000891,left,-1.5,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.5631701999809593,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
79,0.5,1.5,100.74479609995615,,100.72902410000097,100.74479609995615,101.24421469995286,101.24421469995286,101.24421469995286,101.54394110001158,102.06312109995633,left,-1.5,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.811667799949646,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
80,0.5,1.0,102.07723890000489,,102.06320969993249,102.07723890000489,102.57671619998291,102.57671619998291,102.57671619998291,102.87686799990479,103.22630380000919,right,1.0,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.6452361000701785,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
81,0.5,1.0,103.2424619999947,,103.22637029993348,103.2424619999947,103.72621799993794,103.72621799993794,103.74192920001224,104.02541399991605,104.51036829990335,right,1.0,0,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,0,0.782943099969998,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
82,0.5,1.5,104.5259483999107,,104.51043689996004,104.5259483999107,105.02554549998604,105.02554549998604,105.04168989998288,105.32460619998164,105.62613019999117,right,1.5,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.5936993999639526,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
83,0.5,1.5,105.64069319993723,,105.62624239991419,105.64069319993723,106.12502759997733,106.12502759997733,106.14288719999604,106.42404279997572,106.82554879994132,left,-1.5,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.6845025001093745,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
84,0.5,1.5,106.84001519996673,,106.82562109990977,106.84001519996673,107.34064589999616,107.34064589999616,107.34064589999616,107.64017239992972,108.05701849993784,right,1.5,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.7070991999935359,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
85,0.5,1.0,108.0728849999141,,108.05709149991162,108.0728849999141,108.55545889993664,108.55545889993664,108.57495519996155,108.85720759991091,109.29050349991303,left,-1.0,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.7268231000052765,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
86,0.5,1.0,109.30585110001266,,109.29057620000094,109.30585110001266,109.7890228999313,109.7890228999313,109.80506139993668,110.08890709991101,110.5223805999849,left,-1.0,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.7198586999438703,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
87,0.5,1.0,110.53869409998879,,110.52263089991175,110.53869409998879,111.03877689992078,111.03877689992078,111.03877689992078,111.33789630001411,111.93868459993973,left,-1.0,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.89846099994611,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
88,0.5,1.0,111.95441329991445,,111.93875899992418,111.95441329991445,112.45353409997188,112.45353409997188,112.45353409997188,112.7543553999858,113.18726889998652,right,1.0,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.7216136999195442,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
89,0.5,1.0,113.20285749994218,,113.18732989998534,113.20285749994218,113.68580360000487,113.68580360000487,113.7028660000069,113.98657369997818,114.971074400004,right,1.0,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,1.2794083999469876,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
90,0.5,1.0,114.98594479996245,,114.97115619992837,114.98594479996245,115.48520779993851,115.48520779993851,115.48520779993851,115.7852956999559,116.269435999915,right,1.0,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.7706327000632882,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
91,0.5,1.0,116.28405609994661,,116.26951579994056,116.28405609994661,116.786225299933,116.786225299933,116.786225299933,117.10147280001547,117.46807999990415,right,1.0,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.680320700048469,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
92,0.5,1.0,117.484052099986,,117.46815789991524,117.484052099986,117.96870869991835,117.96870869991835,117.98470799997449,118.28401589998975,118.80107779998798,left,-1.0,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.8159781999420375,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
93,0.5,1.0,118.81585869996343,,118.80116499995347,118.81585869996343,119.31653339997865,119.31653339997865,119.31653339997865,119.63253950001672,120.11576239997521,right,1.0,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.786455399938859,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
94,0.5,1.0,120.13271099992562,,120.11583499994595,120.13271099992562,120.61639169999398,120.61639169999398,120.63209580001421,120.91473720001522,121.39955179998651,left,-1.0,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.7662716000340879,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
95,0.5,1.0,121.4149281999562,,121.39961969992146,121.4149281999562,121.91469699994195,121.91469699994195,121.91469699994195,122.21379239996895,122.7505458999658,left,-1.0,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.8303699999814853,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
96,0.5,1.0,122.76483050000388,,122.7506669999566,122.76483050000388,123.26389419997577,123.26389419997577,123.27992739994079,123.56464569992386,124.06621849990916,left,-1.0,0,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,0,0.7896482000360265,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
97,0.5,1.5,124.08013669995125,,124.06633299996611,124.08013669995125,124.5808939000126,124.5808939000126,124.5808939000126,124.89659259992186,125.34621619991958,right,1.5,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.7576090999646112,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
98,0.5,1.5,125.3623042999534,,125.34628729999531,125.3623042999534,125.84573279996403,125.84573279996403,125.86167279991787,126.14480379992165,126.64571109996177,right,1.5,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.7902461999328807,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
99,0.5,1.5,126.66080869990401,,126.64577559998725,126.66080869990401,127.16201159998309,127.16201159998309,127.16201159998309,127.46273229992948,128.0471685999073,left,-1.5,1,<psychopy.hardware.keyboard.Keyboard object at 0x0000023800222340>,1,0.8823746999260038,866479,001,2024-09-09_08h30.16.298,adaptive_staircasepsy,2024.1.5,None,2024-09-09 08h30.20.573335 +0530,
