stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
62,1,20.0,61.6339910000097,,61.61851739999838,61.6339910000097,62.13270030001877,62.13270030001877,62.13270030001877,62.433075200009625,62.534406599996146,left,-20.0,0,0,0.3852642999845557,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
63,1,20.0,62.54970680002589,,62.53447920002509,62.54970680002589,63.048509799991734,63.048509799991734,63.048509799991734,63.34881180000957,63.61720520001836,left,-20.0,0,0,0.5659624999971129,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
64,1,20.0,63.6314176999731,,63.61730500002159,63.6314176999731,64.13216450001346,64.13216450001346,64.13216450001346,64.43113839998841,64.54858110001078,right,20.0,0,0,0.40499429998453707,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
65,1,20.0,64.56511909997789,,64.54865469998913,64.56511909997789,65.06408320000628,65.06408320000628,65.06408320000628,65.36505979998037,65.64821459999075,right,20.0,0,0,0.5806786000030115,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
66,1,20.0,65.66362100001425,,65.64828429999761,65.66362100001425,66.16352000000188,66.16352000000188,66.16352000000188,66.46395519998623,66.56441290001385,left,-20.0,0,0,0.3903903999598697,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
67,1,20.0,66.58012009999948,,66.5644904000219,66.58012009999948,67.0793862999999,67.0793862999999,67.0793862999999,67.37995709996903,67.49720819998765,left,-20.0,0,0,0.41428579995408654,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
68,1,20.0,67.51249170000665,,67.4972733000177,67.51249170000665,67.9954322000267,67.9954322000267,68.01228470000206,68.29590379999718,68.41317100002198,left,-20.0,0,0,0.4015107999439351,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
69,1,20.0,68.42866480001248,,68.41325570002664,68.42866480001248,68.91167230001884,68.91167230001884,68.92963440000312,69.21213940001326,69.31551609997405,right,20.0,0,0,0.4015574000077322,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
70,1,20.0,69.32984690001467,,69.3156526000239,69.32984690001467,69.82943510002224,69.82943510002224,69.82943510002224,70.14596699998947,70.26287390000653,left,-20.0,0,0,0.42958649998763576,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
71,1,20.0,70.27837539999746,,70.26295679999748,70.27837539999746,70.7779307999881,70.7779307999881,70.7948382999748,71.07729559997097,71.14505320001626,right,20.0,0,0,0.35160980001091957,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
72,1,20.0,71.1601251999964,,71.14512170001399,71.1601251999964,71.66082410002127,71.66082410002127,71.66082410002127,71.95966549997684,72.09472579997964,right,20.0,0,0,0.42652480001561344,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
73,1,20.0,72.10927740001353,,72.09480309998617,72.10927740001353,72.61037660000147,72.61037660000147,72.61037660000147,72.9111098999856,73.04413300001761,left,-20.0,0,0,0.42910839995602146,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
74,1,20.0,73.05926429998362,,73.04421820002608,73.05926429998362,73.55907529999968,73.55907529999968,73.55907529999968,73.8589727000217,73.99431729997741,left,-20.0,0,0,0.43165449996013194,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
75,1,20.0,74.00911709998036,,73.99439900001744,74.00911709998036,74.50891909998609,74.50891909998609,74.50891909998609,74.80824689997826,75.2420289000147,left,-20.0,0,0,0.7205133999814279,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
76,1,20.0,75.25783000001684,,75.24209910002537,75.25783000001684,75.75718610000331,75.75718610000331,75.75718610000331,76.05749839998316,76.2746190999751,right,20.0,0,0,0.5132263999548741,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
77,1,20.0,76.29111390002072,,76.27469559997553,76.29111390002072,76.77443450002465,76.77443450002465,76.7900974000222,77.07304109999677,77.29247709998162,right,20.0,0,0,0.5037868999643251,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
78,1,20.0,77.3064559000195,,77.29254499997478,77.3064559000195,77.80698479997227,77.80698479997227,77.80698479997227,78.10581340000499,78.22501860000193,left,-20.0,0,0,0.41456150001613423,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
79,1,20.0,78.23975140001858,,78.22509359999094,78.23975140001858,78.73898560000816,78.73898560000816,78.73898560000816,79.03884549997747,79.15656949998811,right,20.0,0,0,0.40323509997688234,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
80,1,20.0,79.17220139998244,,79.1566367999767,79.17220139998244,79.6552125000162,79.6552125000162,79.67234569997527,79.95545549999224,80.00592760002473,right,20.0,0,0,0.333834899996873,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
81,1,20.0,80.02191790001234,,80.0060172000085,80.02191790001234,80.52143760002218,80.52143760002218,80.52143760002218,80.82189119997201,80.97242740000365,left,-20.0,0,0,0.4435859000077471,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
82,1,20.0,80.9881629999727,,80.97248890000628,80.9881629999727,81.4876382999937,81.4876382999937,81.4876382999937,81.78725059999852,81.90463950001867,right,20.0,0,0,0.4038289999589324,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
83,1,20.0,81.92073979997076,,81.90471299999626,81.92073979997076,82.42023380001774,82.42023380001774,82.42023380001774,82.72018709999975,82.93720360001316,left,-20.0,0,0,0.501525399973616,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
84,1,20.0,82.95349899999565,,82.93727719999151,82.95349899999565,83.45276810001815,83.45276810001815,83.45276810001815,83.75307809998048,83.88691679999465,right,20.0,0,0,0.42998980003176257,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
85,1,20.0,83.90577249997295,,83.88699769997038,83.90577249997295,84.40375310002128,84.40375310002128,84.41923040000256,84.7021156999981,84.96974420000333,right,20.0,0,0,0.5552595999906771,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
