study_word,t_word,reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
chart ,,,,0,10,10,6,,,,,18.283864500001073,,18.26940300001297,18.283864500001073,18.283864500001073,19.86808640009258,5,1.577558399992995,,,,,,,,,,,,,,,336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
book,,,,0,11,11,0,,,,,19.88179640006274,,19.868292100029066,19.88179640006274,19.88179640006274,21.035019000060856,1.0333333333333334,1.1461149000097066,,,,,,,,,,,,,,,336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
mouse ,,,,0,12,12,8,,,,,21.052364300005138,,21.035292400047183,21.052364300005138,21.052364300005138,22.01814360008575,1.0333333333333334,0.9571667000418529,,,,,,,,,,,,,,,336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
case,,,,0,13,13,10,,,,,22.03656050004065,,22.018418200081214,22.03656050004065,22.03656050004065,23.91547000000719,1.0333333333333334,1.8733934999909252,,,,,,,,,,,,,,,336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
cushion ,,,,0,14,14,1,,,,,23.929630500031635,,23.915679900092073,23.929630500031635,23.929630500031635,25.016143100103363,1.0333333333333334,1.0791889999527484,,,,,,,,,,,,,,,336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,c_m_ra,camera,new ,,,,,0,0,0,19,25.031761900056154,,,,,,,,25.022020400036126,25.031761900056154,25.031761900056154,25.031761900056154,0.008450100081972778,32.71062690007966,,[-0.010185185185185186],[-0.3074074074074074],[1],[0],[0],[7.68517209996935],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,_o_rd,board ,old,,,,,0,1,1,10,32.723706700024195,,,,,,,,32.71178920008242,32.723706700024195,32.723706700024195,32.723706700024195,0.002917099976912141,39.85543900006451,board,[-0.010185185185185186],[-0.3074074074074074],[1],[0],[0],[7.13944860000629],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,_ho_e,phone ,old,,,,,0,2,2,12,39.869916400057264,,,,,,,,39.856218700064346,39.869916400057264,39.869916400057264,39.869916400057264,0.0024568999651819468,46.19983120006509,phone,[-0.010185185185185186],[-0.3074074074074074],[1],[0],[0],[6.340752299991436],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,_ou_e,mouse,old,,,,,0,3,3,3,46.21517890004907,,,,,,,,46.20054740004707,46.21517890004907,46.21517890004907,46.21517890004907,0.002903799992054701,48.94841740000993,mouse,[-0.004629629629629629],[-0.3074074074074074],[1],[0],[0],[2.744292400078848],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,_ha_t,chart,old,,,,,0,4,4,1,48.963396300096065,,,,,,,,48.94962610001676,48.963396300096065,48.963396300096065,48.963396300096065,0.0028976999456062913,51.6473501001019,chart,[-0.001851851851851852],[-0.3074074074074074],[1],[0],[0],[2.694492800044827],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,bo_t_e,bottle ,new ,,,,,0,5,5,18,51.661575000034645,,,,,,,,51.64797220006585,51.661575000034645,51.661575000034645,51.661575000034645,0.0032764000352472067,54.19507140002679,bottle,[-0.004629629629629629],[-0.3101851851851852],[1],[0],[0],[2.5430744999321178],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,ta_l_,table,new,,,,,0,6,6,15,54.20999140001368,,,,,,,,54.19570530008059,54.20999140001368,54.20999140001368,54.20999140001368,0.0027318999636918306,56.1265260000946,,[-0.004629629629629629],[-0.3101851851851852],[1],[0],[0],[1.9278324000770226],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,l_pt_p,laptop,old,,,,,0,7,7,0,56.14219230005983,,,,,,,,56.12696490006056,56.14219230005983,56.14219230005983,56.14219230005983,0.002137599978595972,60.04218730004504,laptop,[-0.004629629629629629],[-0.3101851851851852],[1],[0],[0],[3.9123080000281334],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,K_y_,keys ,old,,,,,0,8,8,8,60.05620590003673,,,,,,,,60.043076700065285,60.05620590003673,60.05620590003673,60.05620590003673,0.0050484000239521265,63.34435840009246,keys,[0.025925925925925925],[-0.2898148148148148],[1],[0],[0],[3.2950416000094265],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,P_str_,pastry ,old,,,,,0,9,9,4,63.355948500102386,,,,,,,,63.344953300082125,63.355948500102386,63.355948500102386,63.355948500102386,0.0034238999942317605,66.45371970010456,pastry,[0.023148148148148147],[-0.2898148148148148],[1],[0],[0],[3.104758800007403],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,c_s_io_,cushion ,old,,,,,0,10,10,14,66.46976930007804,,,,,,,,66.45602490007877,66.46976930007804,66.46976930007804,66.46976930007804,0.0033233000431209803,69.4528191999998,cushion,[0.024074074074074074],[-0.2898148148148148],[1],[0],[0],[2.993357100058347],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,P_li_e,police,old,,,,,0,11,11,7,69.46704820008017,,,,,,,,69.45435600006022,69.46704820008017,69.46704820008017,69.46704820008017,0.0021162000484764576,72.65037520008627,police,[0.025925925925925925],[-0.2916666666666667],[1],[0],[0],[3.1931663000723347],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,_oo_,book ,old,,,,,0,12,12,13,72.66512520005926,,,,,,,,72.65118450007867,72.66512520005926,72.66512520005926,72.66512520005926,0.003032099921256304,74.84924080001656,book,[0.025925925925925925],[-0.2916666666666667],[1],[0],[0],[2.1940392000833526],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,_ru_se,cruise ,old,,,,,0,13,13,6,74.86446430010255,,,,,,,,74.85157110006548,74.86446430010255,74.86446430010255,74.86446430010255,0.004897700040601194,77.88194130000193,cruise,[0.037037037037037035],[-0.2851851851851852],[1],[0],[0],[3.0257422999711707],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,_a_bl_,marble ,old,,,,,0,14,14,11,77.89634760003537,,,,,,,,77.88283240003511,77.89634760003537,77.89634760003537,77.89634760003537,0.005093400017358363,81.94509160006419,marble,[0.03611111111111111],[-0.2824074074074074],[1],[0],[0],[4.0563107000198215],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,c_s_,case,old,,,,,0,15,15,5,81.95954630000051,,,,,,,,81.94578440010082,81.95954630000051,81.95954630000051,81.95954630000051,0.002433900022879243,84.97546340001281,case,[0.025],[-0.27685185185185185],[1],[0],[0],[3.026684399927035],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,v_s_,vase,new ,,,,,0,16,16,17,84.99054970010184,,,,,,,,84.97627310000826,84.99054970010184,84.99054970010184,84.99054970010184,0.005820500082336366,88.71015660010744,vase,[0.05740740740740741],[-0.287962962962963],[1],[0],[0],[3.7272476000944152],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,P_st_r,poster,old,,,,,0,17,17,9,88.72376050008461,,,,,,,,88.71128050005063,88.72376050008461,88.72376050008461,88.72376050008461,0.004130500019527972,91.65403620002326,,[0.08796296296296297],[-0.29259259259259257],[1],[0],[0],[2.9382036000024527],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,T_hi_it,t-shirt ,old,,,,,0,18,18,2,91.67029660008848,,,,,,,,91.65474740008358,91.67029660008848,91.67029660008848,91.67029660008848,0.006554400082677603,95.96905200008769,tshirt,[0.07777777777777778],[-0.2833333333333333],[1],[0],[0],[4.3068178000394255],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
,p_nc_l,pencil ,new ,,,,,0,19,19,16,95.98359600000549,,,,,,,,95.96992270008195,95.98359600000549,95.98359600000549,95.98359600000549,0.003267899970524013,101.19877160002943,,[0.07685185185185185],[-0.27870370370370373],[1],[0],[0],[5.224961000028998],['text_3'],336045,001,2024-11-07_15h43.38.734,priming_exp,2024.1.5,None,2024-11-07 15h43.46.688721 +0530,
