study_word,t_word,reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
keys ,,,,0,10,10,13,,,,,9.971161200024653,,9.95726170000853,9.971161200024653,9.971161200024653,11.207263200019952,1,1.229225300019607,,,,,,,,,,,,,,,992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
police ,,,,0,11,11,12,,,,,11.222392700030468,,11.207520800002385,11.222392700030468,11.222392700030468,12.205778100003954,1,0.977853899996262,,,,,,,,,,,,,,,992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
phone ,,,,0,12,12,2,,,,,12.21940810000524,,12.20606300001964,12.21940810000524,12.21940810000524,13.138489099976141,1,0.9115124000236392,,,,,,,,,,,,,,,992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
laptop ,,,,0,13,13,5,,,,,13.15194850001717,,13.138691400003154,13.15194850001717,13.15194850001717,14.737517200002912,4.948148148148148,1.5790822000126354,,,,,,,,,,,,,,,992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
chart ,,,,0,14,14,6,,,,,14.751156300015282,,14.737751199980266,14.751156300015282,14.751156300015282,17.435378800029866,4.948148148148148,2.6774361999705434,,,,,,,,,,,,,,,992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,l_pt_p,laptop,old,,,,,0,0,0,0,17.451556399988476,,,,,,,,17.440632099984214,17.451556399988476,17.451556399988476,17.451556399988476,0.009395100001711398,24.214805399999022,laptop,[0.14074074074074075],[-0.31203703703703706],[1],[0],[0],[6.769499599991832],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,_ru_se,cruise ,old,,,,,0,1,1,6,24.228553500026464,,,,,,,,24.215535300027113,24.228553500026464,24.228553500026464,24.228553500026464,0.00209349999204278,28.897209500020836,cruise,[0.09814814814814815],[-0.3101851851851852],[1],[0],[0],[4.678909599955659],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,c_s_,case,old,,,,,0,2,2,5,28.908871399995405,,,,,,,,28.898030999989714,28.908871399995405,28.908871399995405,28.908871399995405,0.003131300036329776,31.8586101999972,case,[0.09814814814814815],[-0.3101851851851852],[1],[0],[0],[2.9568473999970593],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,_ho_e,phone ,old,,,,,0,3,3,12,31.874020599992946,,,,,,,,31.85946479998529,31.874020599992946,31.874020599992946,31.874020599992946,0.0031498000025749207,41.86769089999143,s,[],[],[],[],[],[],[],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,c_s_io_,cushion ,old,,,,,0,4,4,14,41.88401550002163,,,,,,,,41.86843440000666,41.88401550002163,41.88401550002163,41.88401550002163,0.012137899990193546,46.55255899997428,cushion,[0.09814814814814815],[-0.3101851851851852],[1],[0],[0],[4.680368200002704],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,ta_l_,table,new,,,,,0,5,5,15,46.564516699989326,,,,,,,,46.55362329998752,46.564516699989326,46.564516699989326,46.564516699989326,0.003083400020841509,50.945862900000066,table,[0.05462962962962963],[-0.3074074074074074],[1],[0],[0],[4.388921300007496],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,_a_bl_,marble ,old,,,,,0,6,6,11,50.96162130002631,,,,,,,,50.94631189998472,50.96162130002631,50.96162130002631,50.96162130002631,0.0017689000233076513,56.74594829999842,marble,[0.041666666666666664],[-0.3277777777777778],[1],[0],[0],[5.7971903999568895],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,bo_t_e,bottle ,new ,,,,,0,7,7,18,56.75816829997348,,,,,,,,56.74650210002437,56.75816829997348,56.75816829997348,56.75816829997348,0.0028987000114284456,60.65725589997601,bottle,[0.03888888888888889],[-0.3277777777777778],[1],[0],[0],[3.9071211999980733],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,P_str_,pastry ,old,,,,,0,8,8,4,60.6724609999801,,,,,,,,60.6579831999843,60.6724609999801,60.6724609999801,60.6724609999801,0.005357999994885176,65.50429200002691,pastry,[0.03888888888888889],[-0.3277777777777778],[1],[0],[0],[4.840596900030505],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,T_hi_it,t-shirt ,old,,,,,0,9,9,2,65.5189423999982,,,,,,,,65.50477509998018,65.5189423999982,65.5189423999982,65.5189423999982,0.004206000012345612,69.50330480001867,tshirt,[0.03981481481481482],[-0.32592592592592595],[1],[0],[0],[3.9937799000181258],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,_o_rd,board ,old,,,,,0,10,10,10,69.51651330001187,,,,,,,,69.50421149999602,69.51651330001187,69.51651330001187,69.51651330001187,0.003036000009160489,74.88305990002118,,[0.03981481481481482],[-0.32592592592592595],[1],[0],[0],[5.374996600032318],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,p_nc_l,pencil ,new ,,,,,0,11,11,16,74.89665619999869,,,,,,,,74.88395739998668,74.89665619999869,74.89665619999869,74.89665619999869,0.002975400013383478,79.115633599984,pencil,[0.04814814814814815],[-0.31203703703703706],[1],[0],[0],[4.228291500010528],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,K_y_,keys ,old,,,,,0,12,12,8,79.12715419998858,,,,,,,,79.11639869998908,79.12715419998858,79.12715419998858,79.12715419998858,0.004016699967905879,84.12882460001856,keys,[0.05],[-0.3111111111111111],[1],[0],[0],[5.007583600003272],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,_ha_t,chart,old,,,,,0,13,13,1,84.14084160001948,,,,,,,,84.12951499997871,84.14084160001948,84.14084160001948,84.14084160001948,0.002486300014425069,88.20960870001,,[0.05],[-0.3111111111111111],[1],[0],[0],[4.077021200035233],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,_oo_,book ,old,,,,,0,14,14,13,88.2214485000004,,,,,,,,88.21004759997595,88.2214485000004,88.2214485000004,88.2214485000004,0.0016226000152528286,91.82069439999759,book,[0.05],[-0.3111111111111111],[1],[0],[0],[3.6087152000400238],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,P_st_r,poster,old,,,,,0,15,15,9,91.83569069998339,,,,,,,,91.82122769998387,91.83569069998339,91.83569069998339,91.83569069998339,0.0029164000297896564,97.32071370002814,poster,[0.05092592592592592],[-0.3111111111111111],[1],[0],[0],[5.495683900022414],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,c_m_ra,camera,new ,,,,,0,16,16,19,97.33230469998671,,,,,,,,97.3212786000222,97.33230469998671,97.33230469998671,97.33230469998671,0.0023661000304855406,100.7983006000286,camera,[0.05],[-0.3148148148148148],[1],[0],[0],[3.474002400005702],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,v_s_,vase,new ,,,,,0,17,17,17,100.81346650002524,,,,,,,,100.79917130002286,100.81346650002524,100.81346650002524,100.81346650002524,0.005005999992135912,102.94805030000862,vase,[0.05],[-0.3148148148148148],[1],[0],[0],[2.1436093999654986],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,P_li_e,police,old,,,,,0,18,18,7,102.96191369998269,,,,,,,,102.94871740002418,102.96191369998269,102.96191369998269,102.96191369998269,0.002127300016582012,106.54416009999113,police,[0.05],[-0.3148148148148148],[1],[0],[0],[3.592988600023091],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
,_ou_e,mouse,old,,,,,0,19,19,3,106.55951069999719,,,,,,,,106.54474719997961,106.55951069999719,106.55951069999719,106.55951069999719,0.003628100035712123,111.89235259999987,mouse,[0.05],[-0.3148148148148148],[1],[0],[0],[5.343601499975193],['text_3'],992779,001,2024-10-31_11h45.54.178,priming_exp,2024.1.5,None,2024-10-31 11h46.01.460540 +0530,
