7.3014 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
7.3027 	INFO 	Loaded monitor calibration from ['2024_08_06 19:19']
7.6270 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000176AFA01580>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000176AFA01520>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000176AFA01370>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000176AFE524F0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.6271 	EXP 	window1: backgroundImage = ''
7.6271 	EXP 	window1: backgroundFit = 'none'
7.6273 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000176AFA016A0>
7.6279 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000176AFA016A0>
7.6314 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000176AFA016A0>
7.6320 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000176AFA016A0>
7.6371 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6388 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6410 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6437 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6465 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6476 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6490 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6508 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6517 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6525 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6537 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6549 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6559 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6570 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6580 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6593 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6606 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6613 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6621 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6634 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6642 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6645 	DEBUG 	Uploading Texture Font fontname to graphics card
7.6752 	DEBUG 	Upload of Texture Font fontname complete
7.6777 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000176AFA016A0>
7.6781 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000176AFA016A0>
7.6791 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000176AFA016A0>
7.6796 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000176AFA016A0>
7.6837 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6850 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6863 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6865 	DEBUG 	Uploading Texture Font fontname to graphics card
7.6932 	DEBUG 	Upload of Texture Font fontname complete
7.6951 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.6952 	EXP 	window1: recordFrameIntervals = False
7.8752 	EXP 	window1: recordFrameIntervals = True
8.0581 	EXP 	Screen (0) actual frame rate measured at 60.23Hz
8.0581 	EXP 	window1: recordFrameIntervals = False
8.0582 	EXP 	window1: mouseVisible = True
8.0586 	EXP 	window1: mouseVisible = True
8.0588 	EXP 	window1: mouseVisible = True
8.0595 	EXP 	window1: mouseVisible = True
8.0601 	EXP 	window1: mouseVisible = True
8.0650 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0659 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0671 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
