reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
27,50,21,3,5,26,2,48.671061699977145,,48.656211199995596,48.671061699977145,49.670469699951354,49.670469699951354,49.670469699951354,50.30434019997483,t,0.625720200012438,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
11,30,7,3,6,27,0,50.319897299981676,,50.30483350000577,50.319897299981676,51.319535599963274,51.319535599963274,51.319535599963274,51.78755309997359,l,0.4514686999609694,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
49,60,89,4,0,28,4,51.80236819997663,,51.788365399988834,51.80236819997663,52.80166959995404,52.80166959995404,52.80166959995404,53.51908820000244,t,0.7145407000207342,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
11,30,7,4,1,29,0,53.534649699984584,,53.519697699986864,53.534649699984584,54.53407209995203,54.53407209995203,54.53407209995203,55.20180569996592,l,0.6600750000216067,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
67,75,119,4,2,30,5,55.2168141999864,,55.202496299985796,55.2168141999864,56.21606489998521,56.21606489998521,56.21606489998521,56.816971399995964,l,0.5924445000127889,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
78,80,162,4,3,31,6,56.83244249998825,,56.81741719995625,56.83244249998825,57.83195229998091,57.83195229998091,57.83195229998091,58.499782699975185,l,0.6622084000264294,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
40,55,62,4,4,32,3,58.514640799956396,,58.50087549997261,58.514640799956396,59.51395809999667,59.51395809999667,59.51395809999667,60.26538419997087,t,0.7492736999993213,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
15,35,13,4,5,33,1,60.2802243999904,,60.266084999952,60.2802243999904,61.279706300003454,61.279706300003454,61.279706300003454,62.04702979995636,t,0.7592465999769047,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
27,50,21,4,6,34,2,62.062324600003194,,62.0477737999754,62.062324600003194,63.06181769998511,63.06181769998511,63.06181769998511,63.679438399965875,l,0.6069176999735646,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
27,50,21,5,0,35,2,63.69484569999622,,63.68003139999928,63.69484569999622,64.69405289995484,64.69405289995484,64.69405289995484,65.3616015999578,l,0.657334899995476,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
78,80,162,5,1,36,6,65.37714189995313,,65.36225529998774,65.37714189995313,66.3764922999544,66.3764922999544,66.3764922999544,67.776957199967,t,1.3951049000024796,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
15,35,13,5,2,37,1,67.79204509995179,,67.7773981000064,67.79204509995179,68.79146699997364,68.79146699997364,68.79146699997364,70.1916936999769,l,1.3949383000144735,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
67,75,119,5,3,38,5,70.20726039999863,,70.1922765999916,70.20726039999863,71.20661759999348,71.20661759999348,71.20661759999348,72.39075439999579,l,1.1690374000463635,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
11,30,7,5,4,39,0,72.40581460000249,,72.39153169997735,72.40581460000249,73.40522789995885,73.40522789995885,73.40522789995885,75.50508619996253,l,2.094409800018184,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
40,55,62,5,5,40,3,75.52050059998874,,75.5057012999896,75.52050059998874,76.51996790000703,76.51996790000703,76.51996790000703,78.03675079997629,t,1.5128805999993347,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
49,60,89,5,6,41,4,78.05226639995817,,78.03722989995731,78.05226639995817,79.05180259997724,79.05180259997724,79.05180259997724,79.46960799995577,t,0.4154213999863714,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
15,35,13,6,0,42,1,79.48461009998573,,79.47013049997622,79.48461009998573,80.48409719998017,80.48409719998017,80.48409719998017,80.95139929995639,t,0.45725659996969625,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
40,55,62,6,1,43,3,80.96709249995183,,80.95192179997684,80.96709249995183,81.96652009995887,81.96652009995887,81.96652009995887,82.75043839996215,l,0.7788833999657072,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
78,80,162,6,2,44,6,82.76579320000019,,82.75105769996298,82.76579320000019,83.76518839999335,83.76518839999335,83.76518839999335,84.51646349998191,t,0.7474603999871761,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
49,60,89,6,3,45,4,84.53146229998674,,84.51716639997903,84.53146229998674,85.53072769998107,85.53072769998107,85.53072769998107,86.18183159996988,l,0.6488363000098616,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
27,50,21,6,4,46,2,86.19705529999919,,86.18235859996639,86.19705529999919,87.1964447000064,87.1964447000064,87.1964447000064,88.34767170000123,t,1.1427365000126883,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
67,75,119,6,5,47,5,88.36239789996762,,88.34873609995702,88.36239789996762,89.36184450000292,89.36184450000292,89.36184450000292,89.99581860000035,t,0.623694300011266,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
11,30,7,6,6,48,0,90.01131699996768,,89.9964231000049,90.01131699996768,91.01079219998792,91.01079219998792,91.01079219998792,91.72888720000628,t,0.7056988999829628,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
11,30,7,7,0,49,0,91.74376119999215,,91.72987769998144,91.74376119999215,92.74297530000331,92.74297530000331,92.74297530000331,94.29333149996819,l,1.542990199988708,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
78,80,162,7,1,50,6,94.30874499998754,,94.29391909996048,94.30874499998754,95.30803399998695,95.30803399998695,95.30803399998695,95.97507339995354,t,0.6570685000042431,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
40,55,62,7,2,51,3,95.99106249999022,,95.97562079998897,95.99106249999022,96.990283799998,96.990283799998,96.990283799998,97.97415279998677,t,0.9685126999975182,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
49,60,89,7,3,52,4,97.98952760000248,,97.97475900000427,97.98952760000248,98.98888989997795,98.98888989997795,98.98888989997795,99.64023709995672,t,0.6473828999442048,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
27,50,21,7,4,53,2,99.65527930000098,,99.6409814999788,99.65527930000098,100.65463699999964,100.65463699999964,100.65463699999964,101.40560179995373,l,0.7378546000109054,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
15,35,13,7,5,54,1,101.4205427999841,,101.4062050000066,101.4205427999841,102.42005839996273,102.42005839996273,102.42005839996273,102.8377741999575,l,0.40057649998925626,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
67,75,119,7,6,55,5,102.8529947999632,,102.8384703999618,102.8529947999632,103.85270339995623,103.85270339995623,103.85270339995623,104.37037049996434,t,0.5105176999932155,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
67,75,119,8,0,56,5,104.38531039998634,,104.37120359996334,104.38531039998634,105.3849924999522,105.3849924999522,105.3849924999522,106.00211529998342,t,0.6060395000386052,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
40,55,62,8,1,57,3,106.01779459998943,,106.00276069995016,106.01779459998943,107.01712849998148,107.01712849998148,107.01712849998148,107.71826949995011,l,0.6841776000219397,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
15,35,13,8,2,58,1,107.73336089996155,,107.71899589995155,107.73336089996155,108.73277129995404,108.73277129995404,108.73277129995404,109.31729429995175,t,0.5724815999856219,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
11,30,7,8,3,59,0,109.33221579995006,,109.31802399997832,109.33221579995006,110.33150489995023,110.33150489995023,110.33150489995023,110.93255119997775,l,0.5947434000554495,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
27,50,21,8,4,60,2,110.94805069995346,,110.93315759999678,110.94805069995346,111.94737319997512,111.94737319997512,111.94737319997512,112.4979822000023,l,0.5459781999816187,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
49,60,89,8,5,61,4,112.51361309998902,,112.49838000000454,112.51361309998902,113.51299449999351,113.51299449999351,113.51299449999351,114.81412669998826,t,1.2912740999599919,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
78,80,162,8,6,62,6,114.8286263999762,,114.81507049995707,114.8286263999762,115.8280227999785,115.8280227999785,115.8280227999785,116.24632899998687,t,0.4166018000105396,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
40,55,62,9,0,63,3,116.26114889996825,,116.24707939999644,116.26114889996825,117.26065429998562,117.26065429998562,117.26065429998562,117.9118998000049,t,0.643500900012441,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
49,60,89,9,1,64,4,117.92680439999094,,117.91260809998494,117.92680439999094,118.92630029999418,118.92630029999418,118.92630029999418,119.44414029998006,t,0.5090260999859311,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
67,75,119,9,2,65,5,119.45922739995876,,119.44473519996973,119.45922739995876,120.4585346999811,120.4585346999811,120.4585346999811,121.07722289999947,t,0.6087324999971315,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
78,80,162,9,3,66,6,121.09155129996361,,121.0782871999545,121.09155129996361,122.09089329995913,122.09089329995913,122.09089329995913,122.65845629997784,t,0.5616208999999799,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
27,50,21,9,4,67,2,122.67362659994978,,122.65914389997488,122.67362659994978,123.67330049996963,123.67330049996963,123.67330049996963,124.2739851999795,l,0.5889302000286989,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
11,30,7,9,5,68,0,124.28931709995959,,124.2744856000063,124.28931709995959,125.28882069996325,125.28882069996325,125.28882069996325,125.75642729998799,t,0.4544814000255428,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
15,35,13,9,6,69,1,125.77179059997434,,125.75699329999043,125.77179059997434,126.77119409997249,126.77119409997249,126.77119409997249,127.70602829998825,t,0.9185926999780349,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
15,35,13,10,0,70,1,127.72061949997442,,127.70707629999379,127.72061949997442,128.7200381999719,128.7200381999719,128.7200381999719,129.58722559997113,l,0.851913999998942,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
40,55,62,10,1,71,3,129.60285109997494,,129.58774659998016,129.60285109997494,130.60211380000692,130.60211380000692,130.60211380000692,132.2192679999862,t,1.6038975999690592,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
11,30,7,10,2,72,0,132.2343899999978,,132.2199968000059,132.2343899999978,133.23375019995729,133.23375019995729,133.23375019995729,134.28477679996286,l,1.0486884999554604,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
27,50,21,10,3,73,2,134.29967360000592,,134.28527209995082,134.29967360000592,135.29906190000474,135.29906190000474,135.29906190000474,136.35028339998098,t,1.0456139000016265,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
78,80,162,10,4,74,6,136.36509589996422,,136.3510752999573,136.36509589996422,137.36437089997344,137.36437089997344,137.36437089997344,139.91475629998604,t,2.544376800011378,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
49,60,89,10,5,75,4,139.92950719996588,,139.91544630000135,139.92950719996588,140.9288799999631,140.9288799999631,140.9288799999631,142.04634189995704,l,1.112672399962321,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
67,75,119,10,6,76,5,142.06142879999243,,142.04698119999375,142.06142879999243,143.06082670000615,143.06082670000615,143.06082670000615,145.11052149999887,t,2.0346719999797642,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
15,35,13,11,0,77,1,145.12613180000335,,145.11113129998557,145.12613180000335,146.12551709997933,146.12551709997933,146.12551709997933,147.9092987999902,l,1.7701096999808215,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
67,75,119,11,1,78,5,147.924288899987,,147.9101538999821,147.924288899987,148.92376739997417,148.92376739997417,148.92376739997417,150.9070108999731,t,1.9779085000045598,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
49,60,89,11,2,79,4,150.92233099997975,,150.90757989999838,150.92233099997975,151.92195190000348,151.92195190000348,151.92195190000348,155.33808640000643,l,3.414412500045728,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
27,50,21,11,3,80,2,155.3530115999747,,155.33863229997223,155.3530115999747,156.35240319999866,156.35240319999866,156.35240319999866,157.40321989997756,l,1.0469071999541484,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
40,55,62,11,4,81,3,157.41853079997236,,157.40393139998196,157.41853079997236,158.41789909999352,158.41789909999352,158.41789909999352,159.36829309997847,t,0.9434268000186421,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
78,80,162,11,5,82,6,159.38367309997557,,159.36886389995925,159.38367309997557,160.38616369996453,160.38616369996453,160.38616369996453,164.94862409995403,l,4.560711900005117,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
11,30,7,11,6,83,0,164.9635037999833,,164.94917209999403,164.9635037999833,165.96301239996683,165.96301239996683,165.96301239996683,167.86278919997858,l,1.8959116999758407,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
11,30,7,12,0,84,0,167.87838660000125,,167.86336449999362,167.87838660000125,168.87768079998204,168.87768079998204,168.87768079998204,169.74540909996722,l,0.8564031000132672,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
67,75,119,12,1,85,5,169.76031199999852,,169.74598959996365,169.76031199999852,170.75975599995581,170.75975599995581,170.75975599995581,171.36070049996488,t,0.5933607999468222,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
49,60,89,12,2,86,4,171.376076799992,,171.36121000000276,171.376076799992,172.3756441999576,172.3756441999576,172.3756441999576,173.2429708999698,t,0.8542333000223152,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
40,55,62,12,3,87,3,173.2581904999679,,173.24363909999374,173.2581904999679,174.2575213999953,174.2575213999953,174.2575213999953,176.1586052000057,l,1.8927942999871448,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
27,50,21,12,4,88,2,176.17298239999218,,176.15961589996004,176.17298239999218,177.172259999963,177.172259999963,177.172259999963,178.70565269998042,l,1.5291431999648921,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
15,35,13,12,5,89,1,178.72140239999862,,178.7060838000034,178.72140239999862,179.7208647999796,179.7208647999796,179.7208647999796,181.137725699984,l,1.4085151000181213,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
78,80,162,12,6,90,6,181.15316069999244,,181.1383442999795,181.15316069999244,182.15272369998274,182.15272369998274,182.15272369998274,182.98642579995794,t,0.8231295999721624,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
40,55,62,13,0,91,3,183.001792999974,,182.98693709995132,183.001792999974,184.0012568999664,184.0012568999664,184.0012568999664,184.58583229995565,l,0.5788498000474647,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
27,50,21,13,1,92,2,184.60097099997802,,184.5863793999888,184.60097099997802,185.60023270000238,185.60023270000238,185.60023270000238,186.4845120999962,l,0.8734668999677524,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
49,60,89,13,2,93,4,186.49978849996114,,186.48517659999197,186.49978849996114,187.4991779999691,187.4991779999691,187.4991779999691,188.18309249996673,t,0.6759564999956638,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
67,75,119,13,3,94,5,188.1987876999774,,188.18366809998406,188.1987876999774,189.19838630000595,189.19838630000595,189.19838630000595,189.99974469997687,t,0.7915286999777891,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
15,35,13,13,4,95,1,190.01425049995305,,190.00080659997184,190.01425049995305,191.0136661999859,191.0136661999859,191.0136661999859,191.58096029999433,l,0.565620899957139,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
78,80,162,13,5,96,6,191.59659709996777,,191.58150839997688,191.59659709996777,192.5958071000059,192.5958071000059,192.5958071000059,193.4139131999691,t,0.8032220000168309,None,946873,001,2024-11-18_13h26.48.965,delay_discounting,2024.1.5,None,2024-11-18 13h26.54.820786 +0530,
