reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
40,55,62,0,0,0,3,0.11668229999486357,,0.009960399998817593,0.11668229999486357,0.9997283999691717,0.9997283999691717,1.1164957999717444,2.952753799967468,t,1.942738899961114,None,321099,001,2024-11-18_13h16.39.858,delay_discounting,2024.1.5,None,2024-11-18 13h16.47.246962 +0530,
15,35,13,0,1,1,1,2.965024299977813,,2.9533758999896236,2.965024299977813,3.9647446000017226,3.9647446000017226,3.9647446000017226,4.7993308999575675,l,0.8299427999882028,None,321099,001,2024-11-18_13h16.39.858,delay_discounting,2024.1.5,None,2024-11-18 13h16.47.246962 +0530,
67,75,119,0,2,2,5,4.813890999997966,,4.8001949999597855,4.813890999997966,5.813407099980395,5.813407099980395,5.813407099980395,6.514023799973074,t,0.6888522999943234,None,321099,001,2024-11-18_13h16.39.858,delay_discounting,2024.1.5,None,2024-11-18 13h16.47.246962 +0530,
11,30,7,0,3,3,0,6.529533999972045,,6.514653899997938,6.529533999972045,7.528993199986871,7.528993199986871,7.528993199986871,8.396452499961015,l,0.8651848000008613,None,321099,001,2024-11-18_13h16.39.858,delay_discounting,2024.1.5,None,2024-11-18 13h16.47.246962 +0530,
49,60,89,0,4,4,4,8.411774399981368,,8.397062599950004,8.411774399981368,9.411204599949997,9.411204599949997,9.411204599949997,10.728214100003242,l,1.3023328999988735,None,321099,001,2024-11-18_13h16.39.858,delay_discounting,2024.1.5,None,2024-11-18 13h16.47.246962 +0530,
27,50,21,0,5,5,2,10.743549799954053,,10.728858599963132,10.743549799954053,11.743031699967105,11.743031699967105,11.743031699967105,13.41069679998327,l,1.6541816999670118,None,321099,001,2024-11-18_13h16.39.858,delay_discounting,2024.1.5,None,2024-11-18 13h16.47.246962 +0530,
78,80,162,0,6,6,6,13.425080599961802,,13.411780399968848,13.425080599961802,14.42459869995946,14.42459869995946,14.42459869995946,15.525695099961013,t,1.090491099981591,None,321099,001,2024-11-18_13h16.39.858,delay_discounting,2024.1.5,None,2024-11-18 13h16.47.246962 +0530,
78,80,162,1,0,7,6,15.540402799961157,,15.526269699970726,15.540402799961157,16.54003949998878,16.54003949998878,16.54003949998878,17.390696399961598,t,0.8382588000386022,None,321099,001,2024-11-18_13h16.39.858,delay_discounting,2024.1.5,None,2024-11-18 13h16.47.246962 +0530,
27,50,21,1,1,8,2,17.406012499995995,,17.39124259998789,17.406012499995995,18.405345599981956,18.405345599981956,18.405345599981956,19.190225899976213,l,0.7702296000206843,None,321099,001,2024-11-18_13h16.39.858,delay_discounting,2024.1.5,None,2024-11-18 13h16.47.246962 +0530,
15,35,13,1,2,9,1,19.204783599998336,,19.191307599947322,19.204783599998336,20.20428710000124,20.20428710000124,20.20428710000124,21.538057099969592,l,1.316841799998656,None,321099,001,2024-11-18_13h16.39.858,delay_discounting,2024.1.5,None,2024-11-18 13h16.47.246962 +0530,
